,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,title,authors,n_citation,doi,url,pdf,conf,fos,year,pool,topic,labels
4799,4799,4799,4799,85815.0,A multicriteria group decision-making approach based on interval-valued intuitionistic fuzzy sets,Ting-Yu ChenHsiao-Pin Wang ; Yen-Yu Lu ; ,135,10.1016/j.eswa.2010.12.096,,,Expert Systems With Applications,Mathematical optimization=0.45087 ; Defuzzification=0.61688 ; Fuzzy classification=0.60458 ; Computer science=0.42845 ; Fuzzy set operations=0.66717 ; Fuzzy logic=0.57321 ; Fuzzy mathematics=0.59654 ; Fuzzy set=0.59838 ; Type-2 fuzzy sets and systems=0.62591 ; Fuzzy number=0.64854 ; ,2011,B,None,mo
4800,4800,4800,4800,85816.0,1994 Special Issue: Two-dimensional neural network model of the primate saccadic system,Kuniharu AraiEdward L. Keller ; Jay A. Edelman ; ,106,10.1016/S0893-6080(05)80162-5,,,Neural Networks,Computer vision=0.41155 ; Superior colliculus=0.48709 ; Distributed element model=0.42162 ; Primate=0.3834 ; Computer science=0.36599 ; Eye movement=0.50553 ; Artificial intelligence=0.0 ; Saccadic masking=0.61339 ; Artificial neural network=0.49075 ; Brainstem=0.41238 ; Feed forward=0.45889 ; ,1994,C,AI,dl
4801,4801,4801,4801,85821.0,Review: Knowledge discovery in medicine: Current issue and future trend,Nura EsfandiariMohammad Reza Babavalian ; Amir-Masoud Eftekhari Moghadam ; Vahid Kashani Tabar ; ,116,10.1016/j.eswa.2014.01.011,,,Expert Systems With Applications,Data science=0.47147 ; Automatic summarization=0.54055 ; Data mining=0.43665 ; Text mining=0.40168 ; Information retrieval=0.45663 ; Multidisciplinary approach=0.44775 ; Computer science=0.44139 ; Raw data=0.54877 ; Data type=0.4658 ; Knowledge extraction=0.64471 ; Cluster analysis=0.50644 ; Data mining algorithm=0.0 ; ,2014,B,ML,ml
4802,4802,4802,4802,85830.0,Delay-dependent robust H/sub /spl infin// control for T-S fuzzy systems with time delay,Bing ChenXiaoping Liu ; ,214,10.1109/TFUZZ.2004.840112,,,IEEE Transactions on Fuzzy Systems,Fuzzy model=0.0 ; Control theory=0.5503 ; Mathematical optimization=0.45359 ; Nonlinear system=0.51131 ; Matrix (mathematics)=0.46537 ; Control theory=0.47142 ; Fuzzy control system=0.59216 ; Uncertain systems=0.0 ; Robust control=0.64308 ; Mathematics=0.40345 ; ,2005,B,None,mo
4803,4803,4803,4803,85832.0,Review: A survey: Ant Colony Optimization based recent research and implementation on several engineering domain,B. Chandra MohanR. Baskaran ; ,189,10.1016/j.eswa.2011.09.076,,,Expert Systems With Applications,Ant colony optimization algorithms=0.64862 ; Network routing=0.0 ; Computer science=0.42478 ; Swarm intelligence=0.58143 ; Exploit=0.40994 ; Artificial intelligence=0.43205 ; Soft computing=0.44269 ; Discrete optimization problem=0.0 ; Ant colony=0.61041 ; Machine learning=0.42884 ; Metaheuristic=0.61936 ; ,2012,B,AI,mo
4804,4804,4804,4804,85837.0,Original Contribution: Dynamic feedback to the superior colliculus in a neural network model of the gaze control system,Philippe LefèvreHenrietta L. Galiana ; ,104,10.1016/S0893-6080(05)80084-X,,,Neural Networks,Computer vision=0.42804 ; Superior colliculus=0.49326 ; Gaze=0.58599 ; Head movements=0.0 ; Eye movement=0.49699 ; Linear map=0.40311 ; Artificial intelligence=0.0 ; Control system=0.47997 ; Artificial neural network=0.49201 ; Mathematics=0.33471 ; ,1992,C,AI,dl
4805,4805,4805,4805,85840.0,2009 Special Issue: Nonlinear modeling of neural population dynamics for hippocampal prostheses,Dong SongRosa H. M. Chan ; Vasilis Z. Marmarelis ; Robert E. Hampson ; Sam A. Deadwyler ; Theodore W. Berger ; ,102,10.1016/j.neunet.2009.05.004,,,Neural Networks,Kernel (linear algebra)=0.46286 ; Population=0.53613 ; Linear model=0.50939 ; Control theory=0.4303 ; Input/output=0.50744 ; Statistical model=0.4908 ; Overfitting=0.52054 ; Artificial neural network=0.50312 ; Mathematics=0.36116 ; Feed forward=0.49564 ; ,2009,C,None,mo
4806,4806,4806,4806,85844.0,User behaviors toward mobile data services,Byoungsoo KimMinnseok Choi ; Ingoo Han ; ,113,10.1016/j.eswa.2008.10.063,,,Expert Systems With Applications,Information system=0.54312 ; Survey data collection=0.50072 ; Wireless=0.42485 ; Structural equation modeling=0.45819 ; Information technology=0.53558 ; Computer science=0.43806 ; Technology acceptance model=0.54466 ; Knowledge management=0.47116 ; Information and Communications Technology=0.50495 ; Mobile broadband=0.5074 ; ,2009,B,None,ml
4807,4807,4807,4807,85861.0,Original Contribution: Approximation of a function and its derivative with a neural network,Pierre CardaliaguetGuillaume Euvrard ; ,147,10.1016/S0893-6080(05)80020-6,,,Neural Networks,Feedforward neural network=0.61822 ; Function (mathematics)=0.53325 ; Function approximation=0.62833 ; Interpolation=0.469 ; Algorithm=0.4532 ; Robustness (computer science)=0.46262 ; Implicit function=0.52855 ; Artificial neural network=0.52762 ; Mathematics=0.39867 ; Feed forward=0.48382 ; ,1992,C,None,ml
4808,4808,4808,4808,85864.0,Original Contribution: Dynamic link of memory-Chaotic memory map in nonequilibrium neural networks,Ichiro Tsuda,352,10.1016/S0893-6080(05)80029-2,,,Neural Networks,Content-addressable memory=0.59093 ; Artificial intelligence=0.43886 ; Memory map=0.66602 ; Chaotic=0.52864 ; Artificial neural network=0.58091 ; Mathematics=0.35884 ; Dynamical system=0.47661 ; Non-equilibrium thermodynamics=0.37887 ; ,1992,C,AI,ml
4809,4809,4809,4809,85866.0,"Invited Article: Objective function formulation of the BCM theory of visual cortical plasticity: Statistical connections, stability conditions",Nathan IntratorLeon N Cooper ; ,175,10.1016/S0893-6080(05)80003-6,,,Neural Networks,Mathematical optimization=0.42515 ; Dimensionality reduction=0.45326 ; Projection pursuit=0.50444 ; Stability conditions=0.43973 ; Feature extraction=0.44219 ; BCM theory=0.64376 ; Unsupervised learning=0.52652 ; Artificial intelligence=0.44385 ; Fixed point=0.45334 ; Mathematics=0.37474 ; Machine learning=0.43984 ; Cognitive neuroscience of visual object recognition=0.48406 ; ,1992,C,ML,ml
4810,4810,4810,4810,85880.0,2009 Special Issue: Subject-independent mental state classification in single trials,Siamac FazliFlorin Popescu ; Márton Danóczy ; Benjamin Blankertz ; Klaus-Robert Müller ; Cristian Grozea ; ,137,10.1016/j.neunet.2009.06.003,,,Neural Networks,Regression analysis=0.42181 ; Brain–computer interface=0.4804 ; Polynomial regression=0.43493 ; Interfacing=0.44751 ; Speech recognition=0.45479 ; Regularization (mathematics)=0.42046 ; Artificial intelligence=0.0 ; Classifier (linguistics)=0.48525 ; Artificial neural network=0.45876 ; Electroencephalography=0.42155 ; Mathematics=0.35816 ; Machine learning=0.45161 ; ,2009,C,AI,ml
4811,4811,4811,4811,85891.0,Review: Applications of axiomatic design principles: A literature review,Osman KulakSelcuk Cebi ; Cengiz Kahraman ; ,112,10.1016/j.eswa.2010.03.061,,,Expert Systems With Applications,Data mining=0.43497 ; Axiomatic design=0.59701 ; Axiom=0.55379 ; Computer science=0.45011 ; Classification scheme=0.0 ; Fuzzy logic=0.48353 ; Axiom independence=0.71086 ; Product design=0.50096 ; ,2010,B,None,mo
4812,4812,4812,4812,85903.0,K -means clustering via principal component analysis,Chris DingXiaofeng He ; ,822,10.1145/1015330.1015408,,,International Conference on Machine Learning,Fuzzy clustering=0.61695 ; k-means clustering=0.59377 ; Singular value decomposition=0.5088 ; Dimensionality reduction=0.57519 ; Pattern recognition=0.45506 ; Correlation clustering=0.6463 ; Unsupervised learning=0.60321 ; Artificial intelligence=0.0 ; Cluster analysis=0.64532 ; Machine learning=0.44012 ; Mathematics=0.41182 ; Principal component analysis=0.62746 ; ,2004,A,ML,ml
4813,4813,4813,4813,85905.0,Comments on “Finite-Time $H_{infty }$ Fuzzy Control of Nonlinear Jump Systems With Time Delays Via Dynamic Observer-Based State Feedback”,Yingqi ZhangCaixia Liu ; Hamid Reza Karimi ; ,148,10.1109/TFUZZ.2011.2177842,,,IEEE Transactions on Fuzzy Systems,Control theory=0.53596 ; Markov process=0.4948 ; Nonlinear system=0.50185 ; Full state feedback=0.55096 ; Control theory=0.47251 ; Fuzzy logic=0.54912 ; Fuzzy control system=0.5595 ; Observer (quantum physics)=0.60224 ; Mathematics=0.39564 ; Linear matrix inequality=0.52456 ; ,2012,B,None,mo
4814,4814,4814,4814,85906.0,Efficient Structure Learning of Markov Networks using L_1-Regularization,Su-in LeeVarun Ganapathi ; Daphne Koller ; ,193,,,,Neural Information Processing Systems,MNIST database=0.54095 ; Computer science=0.45564 ; Theoretical computer science=0.47261 ; Approximate inference=0.56616 ; Synthetic data=0.52286 ; Artificial intelligence=0.0 ; Markov algorithm=0.6174 ; Variable-order Bayesian network=0.62592 ; Mathematical optimization=0.47145 ; Markov model=0.65044 ; Markov chain=0.62944 ; Variable-order Markov model=0.64914 ; Machine learning=0.46971 ; ,2006,A,ML,mo
4815,4815,4815,4815,85907.0,A novel lexicalized HMM-based learning framework for web opinion mining,Wei JinHung Hay Ho ; ,159,10.1145/1553374.1553435,,,International Conference on Machine Learning,Publication Policy=0.0 ; Computer science=0.4436 ; Sentiment analysis=0.5136 ; Artificial intelligence=0.0 ; Natural language processing=0.46379 ; Hidden Markov model=0.46528 ; Machine learning=0.449 ; ,2009,A,ML,ml
4816,4816,4816,4816,85908.0,Intrinsic dimensionality estimation of submanifolds in R d,Matthias HeinJean-Yves Audibert ; ,120,10.1145/1102351.1102388,,,International Conference on Machine Learning,Convergence (routing)=0.47848 ; Data set=0.47981 ; Submanifold=0.51859 ; Artificial intelligence=0.0 ; Manifold=0.46969 ; Discrete mathematics=0.44439 ; Pattern recognition=0.44407 ; Algorithm=0.45813 ; Curse of dimensionality=0.52698 ; Instrumental and intrinsic value=0.37069 ; Sample size determination=0.45867 ; Mathematics=0.41444 ; Estimator=0.52223 ; ,2005,A,None,mo
4817,4817,4817,4817,85913.0,Review: Intrusion detection by machine learning: A review,Chih-Fong TsaiYu-Feng Hsu ; Chia-Ying Lin ; Wei-Yang Lin ; ,422,10.1016/j.eswa.2009.05.029,,,Expert Systems With Applications,Data mining=0.46067 ; Computer science=0.45704 ; Popularity=0.43613 ; Network security=0.60696 ; Artificial intelligence=0.0 ; Classifier (linguistics)=0.4661 ; Intrusion detection system=0.67085 ; Machine learning=0.46798 ; The Internet=0.5118 ; ,2009,B,ML,ml
4818,4818,4818,4818,85918.0,AmphiBot I: An amphibious snake-like robot,Alessandro CrespiAndré Badertscher ; André Guignard ; Auke Jan Ijspeert ; ,210,10.1016/j.robot.2004.09.015,,,Robotics and Autonomous Systems,Control theory=0.4526 ; Crawling=0.47613 ; Undulatory locomotion=0.61013 ; Simulation=0.39917 ; Fish locomotion=0.50991 ; Computer science=0.35789 ; Snake-arm robot=0.61451 ; Limit cycle=0.42146 ; Central pattern generator=0.4332 ; Robot=0.50014 ; ,2005,B,None,ml
4819,4819,4819,4819,85935.0,A self-organizing multiple-view representation of 3D objects,Daphna WeinshallShimon Edelman ; Heinrich H. Bülthoff ; ,136,10.1007/BF00201981,,,Neural Information Processing Systems,Computer science=0.44345 ; Viewpoints=0.46941 ; Hebbian theory=0.54524 ; Artificial intelligence=0.46742 ; Perceptual adaptation=0.0 ; Perception=0.46993 ; Machine learning=0.45582 ; ,1989,A,AI,ml
4820,4820,4820,4820,85937.0,A Stochastic Gradient Method with an Exponential Convergence _Rate for Finite Training Sets,Nicolas L. RouxMark Schmidt ; Francis R. Bach ; ,296,,,,Neural Information Processing Systems,Gradient method=0.68093 ; Gradient descent=0.62395 ; Stochastic optimization=0.57504 ; Mathematical optimization=0.46149 ; Standard algorithms=0.51526 ; Stochastic gradient descent=0.65411 ; Convex function=0.51923 ; Rate of convergence=0.57143 ; Nonlinear conjugate gradient method=0.61378 ; Mathematics=0.41669 ; ,2012,A,None,mo
4821,4821,4821,4821,85950.0,Nyström Method vs Random Fourier Features: A Theoretical and Empirical Comparison,Tianbao YangYu-feng Li ; Mehrdad Mahdavi ; Rong Jin ; Zhi-Hua Zhou ; ,155,,,,Neural Information Processing Systems,Nyström method=0.46753 ; Empirical comparison=0.0 ; Kernel (linear algebra)=0.49486 ; Data set=0.45722 ; Mathematical optimization=0.42721 ; Trigonometric functions=0.4944 ; Sine=0.45409 ; Fourier transform=0.51813 ; Basis function=0.51434 ; Artificial intelligence=0.0 ; Machine learning=0.42815 ; Mathematics=0.41724 ; ,2012,A,ML,ml
4822,4822,4822,4822,85953.0,2012 Special Issue: Multi-column deep neural network for traffic sign classification,Dan CireşAnUeli Meier ; Jonathan Masci ; JüRgen Schmidhuber ; ,476,10.1016/j.neunet.2012.02.023,,,Neural Networks,Pattern recognition=0.46753 ; Simulation=0.42514 ; Traffic sign recognition=0.56447 ; Artificial intelligence=0.0 ; Traffic sign=0.39389 ; Contextual image classification=0.50138 ; Accident prevention=0.0 ; Artificial neural network=0.52552 ; Deep neural networks=0.0 ; Machine learning=0.45881 ; Mathematics=0.3511 ; ,2012,C,ML,ml
4823,4823,4823,4823,85962.0,Convergent LMI Relaxations for Quadratic Stabilizability and ${{mathscr H}}_{infty}$ Control of Takagi–Sugeno Fuzzy Systems,V.F. MontagnerR.C.L.F. Oliveira ; P.L.D. Peres ; ,100,10.1109/TFUZZ.2009.2016552,,,IEEE Transactions on Fuzzy Systems,Control theory=0.49881 ; Optimal control=0.51999 ; Polynomial=0.51082 ; Quadratic form=0.55335 ; Matrix (mathematics)=0.50633 ; Control theory=0.45727 ; Quadratic equation=0.52782 ; Fuzzy control system=0.5084 ; Linear matrix inequality=0.52411 ; Mathematics=0.41992 ; ,2009,B,None,mo
4824,4824,4824,4824,85975.0,Training Multilayer Perceptrons with the Extended Kalman Algorithm,Sharad SinghalLance Wu ; ,272,,,,Neural Information Processing Systems,Convergence (routing)=0.47762 ; Nonlinear system=0.45604 ; Small data=0.47692 ; Computer science=0.4385 ; Artificial intelligence=0.46588 ; Artificial neural network=0.56835 ; Parameter identification problem=0.48879 ; Complex problems=0.0 ; Mathematical optimization=0.44845 ; Algorithm=0.46496 ; Kalman filter=0.51951 ; Perceptron=0.56638 ; Machine learning=0.45652 ; ,1988,A,AI,mo
4825,4825,4825,4825,85977.0,Using the Nyström Method to Speed Up Kernel Machines,Christopher K. I. WilliamsMatthias Seeger ; ,1201,,,,Neural Information Processing Systems,Kernel (linear algebra)=0.50222 ; Nyström method=0.52224 ; Mathematical optimization=0.41974 ; Radial basis function kernel=0.56051 ; Support vector machine=0.49819 ; Artificial intelligence=0.0 ; Gaussian process=0.49914 ; Eigendecomposition of a matrix=0.54985 ; Kernel method=0.56725 ; Machine learning=0.39921 ; Mathematics=0.41129 ; Computational complexity theory=0.51885 ; ,2000,A,ML,mo
4826,4826,4826,4826,85978.0,Fuzzy-Model-Based Piecewise ${mathscr H}_{infty }$ Static-Output-Feedback Controller Design for Networked Nonlinear Systems,Jianbin QiuGang Feng ; Huijun Gao ; ,263,10.1109/TFUZZ.2010.2052259,,,IEEE Transactions on Fuzzy Systems,Random variable=0.47137 ; Mathematical optimization=0.46439 ; Control theory=0.55411 ; Nonlinear system=0.5235 ; Control theory=0.47814 ; Stochastic process=0.48064 ; Robustness (computer science)=0.49552 ; Fuzzy control system=0.5378 ; Robust control=0.54652 ; Piecewise=0.59099 ; Mathematics=0.40059 ; ,2010,B,None,mo
4827,4827,4827,4827,85979.0,Fuzzy Filter Design for ItÔ Stochastic Systems With Application to Sensor Fault Detection,Ligang WuDaniel Ho ; ,261,10.1109/TFUZZ.2008.2010867,,,IEEE Transactions on Fuzzy Systems,Control theory=0.47109 ; Fault detection and isolation=0.69629 ; Fuzzy logic=0.52554 ; Fuzzy set=0.49923 ; Filtering problem=0.55459 ; Exponential stability=0.48084 ; Fuzzy control system=0.52853 ; Observer (quantum physics)=0.49809 ; Mathematics=0.3768 ; Filter design=0.53277 ; ,2009,B,None,mo
4828,4828,4828,4828,85984.0,Generalization and Parameter Estimation in Feedforward Nets: Some Experiments,N. MorganH. Bourlard ; ,159,,,,Neural Information Processing Systems,Network on=0.0 ; Data set=0.46951 ; Pattern recognition=0.46506 ; Computer science=0.42995 ; Artificial intelligence=0.0 ; Overfitting=0.62584 ; Estimation theory=0.50943 ; Empirical research=0.41868 ; Machine learning=0.46064 ; Feed forward=0.47455 ; ,1989,A,ML,ml
4829,4829,4829,4829,85997.0,Fastfood: approximating kernel expansions in loglinear time,Quoc LeTamás Sarlós ; Alex Smola ; ,164,,,,International Conference on Machine Learning,Kernel (linear algebra)=0.50187 ; Computer science=0.41884 ; Matrix (mathematics)=0.52812 ; Gaussian=0.50589 ; Artificial intelligence=0.0 ; Kernel method=0.55809 ; Hadamard transform=0.51096 ; Diagonal matrix=0.50316 ; Machine learning=0.41941 ; Random matrix=0.50646 ; Kernel (statistics)=0.5692 ; ,2013,A,ML,ml
4830,4830,4830,4830,86005.0,Learning Sequential Structure in Simple Recurrent Networks,David Servan-SchreiberAxel Cleeremans ; James L. McClelland ; ,143,,,,Neural Information Processing Systems,Rule-based machine translation=0.46304 ; ENCODE=0.45456 ; Computer science=0.43138 ; Automaton=0.45959 ; Network architecture=0.5355 ; Grammar=0.46969 ; Coding (social sciences)=0.44037 ; Theoretical computer science=0.45427 ; Natural language=0.445 ; Artificial intelligence=0.0 ; Artificial neural network=0.52829 ; Machine learning=0.44658 ; ,1988,A,ML,ml
4831,4831,4831,4831,86007.0,X -Armed Bandits,Sébastien BubeckRémi Munos ; Gilles Stoltz ; Csaba Szepesvári ; ,172,,,,Journal of Machine Learning Research,Combinatorics=0.46006 ; Minimax=0.54404 ; Finite set=0.49579 ; Regret=0.54219 ; Measure (mathematics)=0.5026 ; Euclidean space=0.51305 ; Artificial intelligence=0.0 ; Lipschitz continuity=0.55194 ; Mathematics=0.4241 ; Machine learning=0.41569 ; Bounded function=0.56633 ; Computational complexity theory=0.50337 ; ,2011,A,ML,mo
4832,4832,4832,4832,86028.0,2005 Special Issue: Emotion recognition through facial expression analysis based on a neurofuzzy network,Spiros V. IoannouAmaryllis T. Raouzaiou ; Vasilis A. Tzouvaras ; Theofilos P. Mailis ; Kostas C. Karpouzis ; Stefanos D. Kollias ; ,174,10.1016/j.neunet.2005.03.004,,,Neural Networks,Confidence measures=0.0 ; Pattern recognition=0.45641 ; Emotion recognition=0.0 ; Feature extraction=0.48531 ; Facial expression=0.59752 ; Artificial intelligence=0.44598 ; Computer facial animation=0.57163 ; Fuzzy control system=0.45163 ; Cluster analysis=0.48775 ; Artificial neural network=0.47621 ; Machine learning=0.45412 ; Mathematics=0.34571 ; ,2005,C,ML,ml
